dateReferentiel;route;pr;depPr;concessionPr;abs;cumul;x;y;z;cote;nomGare;typeGare;typeGare_lib;nbVoies
01/01/2024;38A904805CD;2;38;C;160;929;893531;6479090,89;0;D;Rives;Ech;Echangeur;3
01/01/2024;38A904810CD;1;38;C;910;910;900952,14;6475279,48;0;D;Voiron (Champfeuillet);Ech;Echangeur;5
01/01/2024;38A904810CD;2;38;C;330;1571;900945,64;6475297,37;0;D;Voiron (Champfeuillet);Ech;Echangeur;3
01/01/2024;38A904815CD;1;38;C;370;370;903707,14;6472613,91;0;D;Moirans Nord;Ech;Echangeur;2
01/01/2024;38A904815CD;2;38;C;280;814;904284,58;6472266,59;0;D;Moirans Sud;Ech;Echangeur;3
01/01/2024;38A904815CD;3;38;C;120;1067;904339,89;6472304,42;0;D;Moirans Sud;Ech;Echangeur;4
01/01/2024;38A904815CD;4;38;C;150;1544;904097,94;6472770,67;0;D;Moirans Nord;Ech;Echangeur;2
01/01/2024;38A904905CD;1;38;C;370;370;897682,76;6468419,33;0;D;Tullins;Ech;Echangeur;3
01/01/2024;38A904905CD;2;38;C;160;691;897668,25;6468418,96;0;D;Tullins;Ech;Echangeur;2
01/01/2024;38A904910CD;1;38;C;420;420;889950,23;6458484,16;0;D;Vinay;Ech;Echangeur;3
01/01/2024;38A904910CD;2;38;C;190;806;889939,6;6458475,97;0;D;Vinay;Ech;Echangeur;2
01/01/2024;38A904915CD;1;38;C;300;300;882820,26;6451458,61;0;D;Saint Marcellin;Ech;Echangeur;3
01/01/2024;38A904915CD;2;38;C;140;583;882817,39;6451477,88;0;D;Saint Marcellin;Ech;Echangeur;2
01/01/2024;39A903605CD;1;39;C;700;700;905092,03;6679429,1;0;D;Gendrey;Ech;Echangeur;2
01/01/2024;39A903605CD;2;39;C;230;1166;905099,18;6679397,71;0;D;Gendrey;Ech;Echangeur;1
01/01/2024;39A903610CD;1;39;C;900;900;889930,15;6673664,59;0;D;Dole;Ech;Echangeur;3
01/01/2024;39A903610CD;2;39;C;370;1646;889930,48;6673650,8;0;D;Dole;Ech;Echangeur;2
01/01/2024;39A903905CD;1;39;C;1160;1160;885670,09;6665584,21;0;D;Choisey;Ech;Echangeur;4
01/01/2024;39A903905CD;2;39;C;190;1543;885685,77;6665591,39;0;D;Choisey;Ech;Echangeur;2
01/01/2024;39A903915CD;3;39;C;220;760;892135,14;6633925,18;0;D;Arlay;Ech;Echangeur;2
01/01/2024;39A903915CD;4;39;C;310;1380;892136,77;6633917,54;0;D;Arlay;Ech;Echangeur;1
01/01/2024;39A903920CD;1;39;C;500;500;884924,66;6621320,85;0;D;Beaurepaire;Ech;Echangeur;3
01/01/2024;39A903920CD;2;39;C;230;965;884893,92;6621314,98;0;D;Beaurepaire;Ech;Echangeur;2
01/01/2024;40A906360CD;1;40;C;569;569;345751,44;6291399,2;0;D;Capbreton Sortie Nord;Ech;Echangeur;3
01/01/2024;40A906360CD;2;40;C;226;1104;345330,59;6291099,67;0;D;Capbreton Entree;Ech;Echangeur;5
01/01/2024;40A906360CD;3;40;C;1272;3536;345317,96;6291048,2;0;D;Capbreton Sortie Sud;Ech;Echangeur;4
01/01/2024;40A906365CD;2;40;C;433;1086;341619,48;6281433,89;0;D;Ondres E;Ech;Echangeur;3
01/01/2024;40A906365CD;3;40;C;610;2168;341603,77;6281449,51;0;D;Ondres S;Ech;Echangeur;3
01/01/2024;40A906405CD;1;40;C;0;0;368171,67;6277190,17;0;D;Peyrehorade;Ech;Echangeur;2
01/01/2024;40A906405CD;2;40;C;348;984;368167,84;6277146,74;0;D;Peyrehorade;Ech;Echangeur;4
01/01/2024;41A901005CD;1;41;C;690;690;588179,86;6737555,45;0;D;Mer;Ech;Echangeur;2
01/01/2024;41A901005CD;2;41;C;100;895;588192,7;6737554,75;0;D;Mer;Ech;Echangeur;1
01/01/2024;41A901010CD;1;41;C;800;800;575800,71;6725874,89;0;D;Blois;Ech;Echangeur;3
01/01/2024;41A901010CD;2;41;C;100;1003;575815,88;6725871,07;0;D;Blois;Ech;Echangeur;2
01/01/2024;41A907105CD;1;41;C;460;460;624138,38;6720647,52;0;D;Lamotte-Beuvron;Ech;Echangeur;2
01/01/2024;41A907105CD;2;41;C;320;1097;624119,28;6720648,42;0;D;Lamotte-Beuvron;Ech;Echangeur;1
01/01/2024;41A907110CD;1;41;C;840;840;626513,25;6702460,08;0;D;Salbris;Ech;Echangeur;3
01/01/2024;41A907110CD;2;41;C;380;1597;626516,46;6702476,34;0;D;Salbris;Ech;Echangeur;2
01/01/2024;41A908505CD;1;41;C;730;730;575589,49;6690891,11;0;D;Saint Romain Sur Cher;Ech;Echangeur;3
01/01/2024;41A908505CD;2;41;C;900;2534;575588,68;6690877,77;0;D;Saint Romain Sur Cher;Ech;Echangeur;2
01/01/2024;41A908510CD;1;41;C;520;520;586720,95;6692689,66;0;D;Chemery;Ech;Echangeur;2
01/01/2024;41A908510CD;2;41;C;580;1681;586729,22;6692684,24;0;D;Chemery;Ech;Echangeur;1
01/01/2024;41A908515CD;1;41;C;910;910;606802,29;6692283,57;0;D;Villefranche Sur Cher;Ech;Echangeur;3
01/01/2024;41A908515CD;2;41;C;450;1811;606794,1;6692276,6;0;D;Villefranche Sur Cher;Ech;Echangeur;1
01/01/2024;42A907265CD;1;42;C;1000;1000;792261,53;6516035,96;0;D;Feurs;Ech;Echangeur;4
01/01/2024;42A907265CD;2;42;C;140;1277;792241;6516042,67;0;D;Feurs;Ech;Echangeur;2
01/01/2024;42A907270CD;1;42;C;980;980;793182,36;6504890,17;0;D;Montbrison;Ech;Echangeur;4
01/01/2024;42A907270CD;2;42;C;190;1365;793195,52;6504901,05;0;D;Montbrison;Ech;Echangeur;2
01/01/2024;42A908905CD;1;42;C;640;640;761586,08;6528126;0;D;Noiretable;Ech;Echangeur;2
01/01/2024;42A908905CD;2;42;C;250;1141;761592,97;6528129,76;0;D;Noiretable;Ech;Echangeur;2
01/01/2024;42A908910CD;1;42;C;1180;1180;780827,72;6529590,54;0;D;Saint Germain Laval;Ech;Echangeur;2
01/01/2024;42A908910CD;2;42;C;430;2038;780824,5;6529577,04;0;D;Saint Germain Laval;Ech;Echangeur;2
01/01/2024;42A908915CD;1;42;C;1020;1020;790361,81;6527589,15;0;D;Balbigny;Ech;Echangeur;9
01/01/2024;42A908915CD;2;42;C;490;2002;790333,93;6527483,37;0;D;Balbigny;Ech;Echangeur;5
01/01/2024;44A901105CD;1;44;C;750;750;383836,76;6708629,98;0;D;Ancenis Nord;Ech;Echangeur;2
01/01/2024;44A901105CD;2;44;C;210;1181;383845,28;6708639,24;0;D;Ancenis Nord;Ech;Echangeur;3
01/01/2024;44A901105CD;3;44;C;580;2388;383896,36;6708269,02;0;D;Ancenis Sud;Ech;Echangeur;3
01/01/2024;44A901105CD;4;44;C;180;2746;383897,34;6708281,74;0;D;Ancenis Sud;Ech;Echangeur;2
01/01/2024;44A901110CD;1;44;C;880;880;361640,66;6697136,63;0;D;Vieilleville Nord;Ech;Echangeur;4
01/01/2024;44A901110CD;3;44;C;400;2918;361668,72;6697264,14;0;D;Vieilleville Sud;Ech;Echangeur;4
01/01/2024;44A908310CD;1;44;C;750;750;363418,97;6672676,64;0;D;Aigrefeuille;Ech;Echangeur;4
01/01/2024;44A908310CD;2;44;C;300;1346;363435,16;6672687,93;0;D;Aigrefeuille;Ech;Echangeur;3
01/01/2024;45A901010CD;1;45;C;910;910;614504,04;6761634,83;0;D;Orleans-Nord;Ech;Echangeur;6
01/01/2024;45A901010CD;2;45;C;380;1675;614511,94;6761648,13;0;D;Orleans-Nord;Ech;Echangeur;3
01/01/2024;45A901020CD;1;45;C;890;890;600425,98;6748874,5;0;D;Meung Sur Loire;Ech;Echangeur;3
01/01/2024;45A901020CD;2;45;C;220;1330;600421,36;6748886,35;0;D;Meung Sur Loire;Ech;Echangeur;2
01/01/2024;45A901905CD;1;45;C;170;170;706555,12;6772848,65;0;D;Savigny sur Clairis;Ech;Echangeur;2
01/01/2024;45A901905CD;2;45;C;900;1670;706587,68;6772864,42;0;D;Savigny sur Clairis;Ech;Echangeur;3
01/01/2024;45A901910CD;1;45;C;865;865;701705,59;6770728,41;0;D;Saint Hilaire les Andresis;Ech;Echangeur;4
01/01/2024;45A901910CD;2;45;C;200;1265;701706,07;6770744,81;0;D;Saint Hilaire les Andresis;Ech;Echangeur;3
01/01/2024;45A901915CD;1;45;C;480;480;682648,11;6773786,85;0;D;Fontenay sur Loing;Ech;Echangeur;2
01/01/2024;45A901915CD;2;45;C;130;738;682644,78;6773779,02;0;D;Fontenay sur Loing;Ech;Echangeur;2
01/01/2024;45A901920CD;2;45;C;0;1135;675240,95;6773436,47;0;D;Gondreville la Franche;Ech;Echangeur;3
01/01/2024;45A901920CD;2;45;C;5;1140;675236,03;6773437,36;0;D;" 	Gondreville la Franche";Ech;Echangeur;3
01/01/2024;45A901925CD;2;45;C;0;592;660408,53;6776183,65;0;D;Auxy;Ech;Echangeur;3
01/01/2024;45A901925CD;2;45;C;5;597;660403,61;6776182,87;0;D;Auxy;Ech;Echangeur;3
01/01/2024;45A901930CD;1;45;C;750;750;639807,13;6779872,87;0;D;Escrennes;Ech;Echangeur;2
01/01/2024;45A901930CD;2;45;C;535;1807;639811,72;6779860,5;0;D;Escrennes;Ech;Echangeur;3
01/01/2024;45A907105CD;1;45;C;660;660;614279,75;6755905,71;0;D;Orleans-Centre;Ech;Echangeur;5
01/01/2024;45A907105CD;2;45;C;170;1002;614280,58;6755927,75;0;D;Orleans-Centre;Ech;Echangeur;3
01/01/2024;45A907110CD;1;45;C;820;820;615430,88;6749532,84;0;D;Olivet;Ech;Echangeur;5
01/01/2024;45A907110CD;2;45;C;130;1076;615432,33;6749553,92;0;D;Olivet;Ech;Echangeur;3
01/01/2024;45A907710CD;2;45;C;330;772;675961,74;6765899,94;0;D;Le Tourneau;Ech;Echangeur;2
01/01/2024;45A907710CD;3;45;C;500;2221;675943,6;6765890,16;0;D;Le Tourneau;Ech;Echangeur;2
01/01/2024;46A902005CD;1;46;C;905;905;584281,81;6433751,46;0;D;Martel;Ech;Echangeur;2
01/01/2024;46A902005CD;2;46;C;375;1655;584282,1;6433765,06;0;D;Martel;Ech;Echangeur;2
01/01/2024;46A902010CD;1;46;C;1100;1100;581953,8;6423486,29;0;D;Souillac;Ech;Echangeur;3
01/01/2024;46A902010CD;2;46;C;1160;3423;581936,96;6423489,16;0;D;Souillac;Ech;Echangeur;2
01/01/2024;46A902015CD;1;46;C;1080;1080;587554,35;6400895,79;0;D;Labastide Murat;Ech;Echangeur;3
01/01/2024;46A902015CD;2;46;C;345;1769;587552,76;6400908,97;0;D;Labastide Murat;Ech;Echangeur;2
01/01/2024;46A902020CD;1;46;C;870;870;581331,87;6382604,82;0;D;Cahors Nord;Ech;Echangeur;5
01/01/2024;46A902020CD;2;46;C;160;1191;581322,08;6382591,99;0;D;Cahors Nord;Ech;Echangeur;3
01/01/2024;46A902025CD;1;46;C;585;585;579946,05;6361558,5;0;D;Cahors Sud;Ech;Echangeur;5
01/01/2024;46A902025CD;2;46;C;195;977;579942,37;6361543,32;0;D;Cahors Sud;Ech;Echangeur;3
01/01/2024;47A906205CD;1;47;C;1070;1070;471849,03;6374776,88;0;D;Marmande;Ech;Echangeur;3
01/01/2024;47A906205CD;2;47;C;220;1512;471838,74;6374772,28;0;D;Marmande;Ech;Echangeur;2
01/01/2024;47A906210CD;1;47;C;870;870;482175,07;6357706,24;0;D;Aiguillon;Ech;Echangeur;3
01/01/2024;47A906210CD;2;47;C;150;1167;482160,28;6357728,95;0;D;Aiguillon;Ech;Echangeur;2
01/01/2024;47A906215CD;1;47;C;830;830;508535,14;6343539,13;0;D;Agen;Ech;Echangeur;5
01/01/2024;47A906215CD;2;47;C;320;1467;508516,68;6343551,45;0;D;Agen;Ech;Echangeur;3
01/01/2024;49A901105CD;1;49;C;995;995;455435,6;6734760,03;0;D;Durtal;Ech;Echangeur;2
01/01/2024;49A901105CD;2;49;C;285;1565;455429,01;6734768,12;0;D;Durtal;Ech;Echangeur;2
01/01/2024;49A901110CD;1;49;C;900;900;449851,24;6723726,15;0;D;Seiches sur le Loir;Ech;Echangeur;2
01/01/2024;49A901110CD;2;49;C;165;1234;449843,48;6723733,55;0;D;Seiches sur le Loir;Ech;Echangeur;2
01/01/2024;49A901145CD;1;49;C;790;790;422430,26;6713822,56;0;D;Saint Jean De Linieres Sens 1;Ech;Echangeur;2
01/01/2024;49A901145CD;4;49;C;490;2874;422424,06;6713837,44;0;D;Saint Jean De Linieres Sens 2;Ech;Echangeur;2
01/01/2024;49A901150CD;1;49;C;810;810;412425,59;6710434,61;0;D;Saint Germain;Ech;Echangeur;2
01/01/2024;49A901150CD;4;49;C;90;2760;412416,95;6710420;0;D;Saint Germain;Ech;Echangeur;2
01/01/2024;49A908510CD;1;49;C;620;620;459498,4;6712399,23;0;D;Beaufort;Ech;Echangeur;2
01/01/2024;49A908510CD;2;49;C;240;1101;459509,3;6712387,93;0;D;Beaufort;Ech;Echangeur;2
01/01/2024;49A908515CD;1;49;C;790;790;465049,77;6705094,75;0;D;Longue;Ech;Echangeur;2
01/01/2024;49A908515CD;2;49;C;220;1234;465053,91;6705104,82;0;D;Longue;Ech;Echangeur;2
01/01/2024;49A908520CD;1;49;C;830;830;471009,37;6694425,65;0;D;Vivy;Ech;Echangeur;4
01/01/2024;49A908520CD;2;49;C;210;1258;471024,97;6694419,32;0;D;Vivy;Ech;Echangeur;2
01/01/2024;49A908715CD;1;49;C;1020;1020;428479,65;6698316,96;0;D;Thouarce S;Ech;Echangeur;2
01/01/2024;49A908715CD;4;49;C;270;2215;428493,39;6698319,55;0;D;Thouarce E;Ech;Echangeur;2
01/01/2024;49A908720CD;1;49;C;940;940;418086,57;6688390,69;0;D;Chemille;Ech;Echangeur;2
01/01/2024;49A908720CD;2;49;C;300;1540;418097,68;6688398,4;0;D;Chemille;Ech;Echangeur;2
01/01/2024;49A908725CD;1;49;C;710;710;409678,91;6671841,99;0;D;Cholet Nord;Ech;Echangeur;4
01/01/2024;49A908725CD;2;49;C;380;1468;409692,82;6671830,17;0;D;Cholet Nord;Ech;Echangeur;2
01/01/2024;49A908730CD;1;49;C;440;440;405370,72;6664864,2;0;D;Cholet Sud;Ech;Echangeur;5
01/01/2024;49A908730CD;2;49;C;240;928;405350,46;6664862,02;0;D;Cholet Sud;Ech;Echangeur;2
01/01/2024;51A900415CD;1;51;C;530;530;773355,74;6901088,42;0;D;Portes du Vignoble Sortie;Ech;Echangeur;5
01/01/2024;51A900415CD;2;51;C;570;1702;773355,81;6901059,31;0;D;Portes du Vignoble Entree;Ech;Echangeur;2
01/01/2024;51A900430CD;1;51;C;261;261;796568,53;6883287,65;0;D;La Veuve Sortie;Ech;Echangeur;4
01/01/2024;51A900430CD;2;51;C;397;1056;796582,59;6883293,15;0;D;La Veuve Entree;Ech;Echangeur;3
01/01/2024;51A900430CD;3;51;C;445;1673;796694,67;6883565,55;0;D;Mourmelon Sortie;Ech;Echangeur;2
01/01/2024;51A900430CD;4;51;C;170;2013;796702,7;6883577,31;0;D;Mourmelon Entree;Ech;Echangeur;1
01/01/2024;51A900435CD;1;51;C;400;400;804994,1;6882465,71;0;D;Saint etienne au Temple Sortie;Ech;Echangeur;2
01/01/2024;51A900435CD;2;51;C;180;762;804987,64;6882454,77;0;D;Saint etienne au Temple Entree;Ech;Echangeur;1
01/01/2024;51A900440CD;1;51;C;980;980;837622,55;6887919,52;0;D;Sainte Menehould Sortie;Ech;Echangeur;2
01/01/2024;51A900440CD;2;51;C;60;1101;837615,35;6887924,18;0;D;Sainte Menehould Entree;Ech;Echangeur;1
01/01/2024;51A902605CD;2;51;C;170;1324;772621,62;6911354,26;0;D;La Neuvillette Entree Sens 1;Ech;Echangeur;2
01/01/2024;51A902605CD;3;51;C;390;2494;772600,91;6911355,96;0;D;La Neuvillette Sortie Sens 2;Ech;Echangeur;2
01/01/2024;51A902620CD;1;51;C;1010;1010;794325,81;6875595;0;D;Saint Gibrien Sortie;Ech;Echangeur;2
01/01/2024;51A902620CD;2;51;C;313;1630;794317,86;6875598,92;0;D;Saint Gibrien Entree;Ech;Echangeur;1
01/01/2024;51A902625CD;1;51;C;1018;1018;794402,43;6868523;0;D;Mont-Choisy Sortie;Ech;Echangeur;2
01/01/2024;51A902625CD;2;51;C;550;2116;794394,33;6868522,09;0;D;Mont-Choisy Entree;Ech;Echangeur;1
01/01/2024;51A902630CD;1;51;C;501;501;791155,48;6852668,18;0;D;Vatry Sortie;Ech;Echangeur;3
01/01/2024;51A902630CD;2;51;C;516;1538;791117,38;6852649,69;0;D;Vatry Entree;Ech;Echangeur;2
01/01/2024;51A902635CD;1;51;C;998;998;790364,94;6848359,82;0;D;Sommesous Sortie;Ech;Echangeur;2
01/01/2024;51A902635CD;2;51;C;0;1006;790454,1;6848537,27;0;D;Sommesous Entree;Ech;Echangeur;2
01/01/2024;52A900505CD;1;52;C;780;780;853438,02;6773406,1;0;D;Chaumont-Semoutiers;Ech;Echangeur;3
01/01/2024;52A900505CD;2;52;C;170;1119;853431,28;6773381,82;0;D;Chaumont-Semoutiers;Ech;Echangeur;2
01/01/2024;52A903105CD;1;52;C;600;600;866670,3;6745907,47;0;D;Langres Sud;Ech;Echangeur;2
01/01/2024;52A903105CD;2;52;C;250;1099;866658,64;6745907,21;0;D;Langres Sud;Ech;Echangeur;2
01/01/2024;52A903110CD;1;52;C;1160;1160;870741,55;6761895,43;0;D;Langres Nord;Ech;Echangeur;3
01/01/2024;52A903110CD;2;52;C;250;1663;870736,12;6761911,23;0;D;Langres Nord;Ech;Echangeur;2
01/01/2024;52A903115CD;1;52;C;780;780;887318,62;6769307,19;0;D;Montigny-Le-Roi;Ech;Echangeur;2
01/01/2024;52A903115CD;2;52;C;280;1344;887309,13;6769320,52;0;D;Montigny-Le-Roi;Ech;Echangeur;2
01/01/2024;53A908105CD;1;53;C;830;830;440284,54;6778533,66;0;D;Vaiges;Ech;Echangeur;2
01/01/2024;53A908105CD;2;53;C;200;1232;440284,64;6778525,36;0;D;Vaiges;Ech;Echangeur;2
01/01/2024;53A908110CD;1;53;C;560;560;421868,17;6785172,91;0;D;Laval-Est;Ech;Echangeur;4
01/01/2024;53A908110CD;2;53;C;170;898;421851,2;6785163,4;0;D;Laval-Est;Ech;Echangeur;2
01/01/2024;53A908115CD;1;53;C;930;930;414708,74;6785178,27;0;D;Laval-Ouest;Ech;Echangeur;3
01/01/2024;53A908115CD;2;53;C;250;1430;414714,75;6785165,09;0;D;Laval-Ouest;Ech;Echangeur;2
01/01/2024;54A900405CD;1;54;C;830;830;911399,32;6903907,36;0;D;Jarny Sortie;Ech;Echangeur;2
01/01/2024;54A900405CD;2;54;C;430;1685;911452,7;6903909;0;D;Jarny Entree;Ech;Echangeur;1
01/01/2024;54A903105CD;1;54;C;650;650;914690,81;6830669,83;0;D;Colombey-Les-Belles;Ech;Echangeur;2
01/01/2024;54A903105CD;2;54;C;660;1968;914677,64;6830666,21;0;D;Colombey-Les-Belles;Ech;Echangeur;2
01/01/2024;55A900405CD;1;55;C;680;680;853492,12;6890327,66;0;D;Clermont en Argonne Sortie;Ech;Echangeur;2
01/01/2024;55A900405CD;2;55;C;90;858;853484,27;6890334,86;0;D;Clermont en Argonne Entree;Ech;Echangeur;1
01/01/2024;55A900410CD;1;55;C;440;440;866389,34;6890619,66;0;D;Voie Sacree Sortie;Ech;Echangeur;3
01/01/2024;55A900410CD;2;55;C;80;605;866399,5;6890619,86;0;D;Voie Sacree Entree;Ech;Echangeur;1
01/01/2024;55A900415CD;1;55;C;550;550;876090,53;6892661,14;0;D;Verdun Sortie;Ech;Echangeur;2
01/01/2024;55A900415CD;2;55;C;140;827;876297,84;6892690,45;0;D;Verdun Entree;Ech;Echangeur;1
01/01/2024;55A900420CD;1;55;C;990;990;891291,73;6895317,82;0;D;Fresnes en Woevre Sortie;Ech;Echangeur;2
01/01/2024;55A900420CD;2;55;C;410;1814;891288,87;6895327,55;0;D;Fresnes en Woevre Entree;Ech;Echangeur;1
01/01/2024;57A900405CD;3;57;C;180;885;917846,57;6903412,26;0;D;Sainte Marie Entree;Ech;Echangeur;3
01/01/2024;57A900405CD;4;57;C;230;1458;917927,48;6903555,78;0;D;Sainte Marie Sortie;Ech;Echangeur;3
01/01/2024;57A900430CD;1;57;C;150;150;952793,33;6898955,41;0;D;Boulay PSB Sortie;Ech;Echangeur;1
01/01/2024;57A900430CD;2;57;C;230;567;953219,38;6899007,15;0;D;Boulay PSB Entree;Ech;Echangeur;1
01/01/2024;57A900435CD;1;57;C;570;570;970873,43;6899263,66;0;D;Saint-Avold B Entree;Ech;Echangeur;4
01/01/2024;57A900435CD;6;57;C;200;2500;970873,71;6899312,55;0;D;Saint-Avold B Sortie;Ech;Echangeur;4
01/01/2024;57A900445CD;1;57;C;370;370;981257,38;6896679,57;0;D;Farebersviller Sortie;Ech;Echangeur;3
01/01/2024;57A900445CD;4;57;C;120;1518;981468,79;6896830,59;0;D;Farebersviller Entree;Ech;Echangeur;3
01/01/2024;57A900450CD;1;57;C;320;320;986259,35;6892485,01;0;D;Puttelange Sortie Sens 1;Ech;Echangeur;2
01/01/2024;57A900450CD;2;57;C;110;529;986203,87;6892657,58;0;D;Puttelange Entree Sens 2;Ech;Echangeur;2
01/01/2024;57A900455CD;1;57;C;880;880;994411,81;6890273,52;0;D;Sarreguemines Sortie;Ech;Echangeur;5
01/01/2024;57A900455CD;2;57;C;160;1202;994409,99;6890292,02;0;D;Sarreguemines Entree;Ech;Echangeur;2
01/01/2024;57A900460CD;1;57;C;530;530;1011493,1;6860819,51;0;D;Phalsbourg Sortie;Ech;Echangeur;6
01/01/2024;57A900460CD;2;57;C;140;1019;1011512,37;6860801,1;0;D;Phalsbourg Entree;Ech;Echangeur;3
01/01/2024;59A900210CD;1;59;C;850;850;713736,9;7008624,07;0;D;Fontaine Notre-Dame Sortie;Ech;Echangeur;4
01/01/2024;59A900210CD;2;59;C;370;1594;713750,42;7008639,86;0;D;Fontaine Notre-Dame Entree;Ech;Echangeur;2
01/01/2024;59A902605CD;1;59;C;670;670;712391,08;6996720,55;0;D;Masnieres Sortie;Ech;Echangeur;3
01/01/2024;59A902605CD;2;59;C;450;1568;712365,32;6996701,29;0;D;Masnieres Entree;Ech;Echangeur;1
01/01/2024;60A900110CD;1;60;C;560;560;671545,75;6900880,89;0;D;Senlis-Bonsecours Entree;Ech;Echangeur;5
01/01/2024;60A900110CD;2;60;C;170;898;671528,46;6900873,92;0;D;Senlis-Bonsecours Sortie;Ech;Echangeur;6
01/01/2024;60A900115CD;1;60;C;530;530;672899,07;6901805,13;0;D;Senlis-Chamant Sortie;Ech;Echangeur;3
01/01/2024;60A900115CD;2;60;C;300;878;672728,15;6901865,39;0;D;Senlis-Chamant Entree;Ech;Echangeur;2
01/01/2024;60A900120CD;1;60;C;640;640;677787,67;6913489;0;D;Chevrieres Sortie;Ech;Echangeur;5
01/01/2024;60A900120CD;2;60;C;190;1020;677784;6913514,46;0;D;Chevrieres Entree;Ech;Echangeur;4
01/01/2024;60A900125CD;1;60;C;560;560;678157,35;6922206,82;0;D;Arsy Sortie;Ech;Echangeur;4
01/01/2024;60A900125CD;2;60;C;0;561;678144,69;6922208,59;0;D;Arsy Entree;Ech;Echangeur;2
01/01/2024;60A900130CD;1;60;C;1080;1080;679369,57;6935872,38;0;D;Ressons Sortie;Ech;Echangeur;3
01/01/2024;60A900130CD;2;60;C;140;1362;679370,03;6935862,67;0;D;Ressons Entree;Ech;Echangeur;2
01/01/2024;60A901610CD;1;60;C;1140;1140;638111,2;6901556,35;0;D;Meru Sortie;Ech;Echangeur;3
01/01/2024;60A901610CD;2;60;C;324;1804;638075,55;6901515,22;0;D;Meru Entree;Ech;Echangeur;2
01/01/2024;60A901615CD;1;60;C;990;990;636203,73;6922916,36;0;D;Beauvais-Centre Sortie;Ech;Echangeur;4
01/01/2024;60A901615CD;2;60;C;262;1516;636187,67;6922917,51;0;D;Beauvais-Centre Entree 1;Ech;Echangeur;2
01/01/2024;60A901615CD;5;60;C;530;4226;636513,98;6922545,2;0;D;Beauvais-Centre Entree 2;Ech;Echangeur;2
01/01/2024;60A901620CD;1;60;C;1160;1160;636609,74;6926387,58;0;D;Beauvais-Nord Sortie;Ech;Echangeur;5
01/01/2024;60A901620CD;2;60;C;320;1814;636600,66;6926365,41;0;D;Beauvais-Nord Entree;Ech;Echangeur;3
01/01/2024;60A901625CD;2;60;C;0;988;642296,34;6945727,3;0;D;Hardivillers Entree;Ech;Echangeur;1
01/01/2024;61A902805CD;3;61;C;360;1142;487375,08;6820851,44;0;D;Alencon Nord;Ech;Echangeur;4
01/01/2024;61A902805CD;4;61;C;270;1682;487374,34;6820835,67;0;D;Alencon Nord;Ech;Echangeur;3
01/01/2024;61A902810CD;2;61;C;0;913;493043;6840644,66;0;D;Sees Argentan 1;Ech;Echangeur;2
01/01/2024;61A902810CD;2;61;C;10;923;493049,89;6840637,4;0;D;Sees Argentan 1;Ech;Echangeur;3
01/01/2024;61A902815CD;1;61;C;528;528;502353,98;6855699,51;0;D;Gace 1;Ech;Echangeur;1
01/01/2024;61A902815CD;2;61;C;190;908;502359,62;6855700,74;0;D;Gace 1;Ech;Echangeur;1
01/01/2024;61A902815CD;3;61;C;516;1942;501877,98;6856374,34;0;D;Gace 2;Ech;Echangeur;1
01/01/2024;61A902815CD;4;61;C;190;2322;501875,81;6856365,05;0;D;Gace 2;Ech;Echangeur;1
01/01/2024;62A900102CD;1;62;C;1020;1020;690534,05;7000680,55;0;D;Bapaume Sortie;Ech;Echangeur;3
01/01/2024;62A900102CD;2;62;C;150;1325;690520,41;7000681,99;0;D;Bapaume Entree;Ech;Echangeur;2
01/01/2024;62A900104CD;2;62;C;140;1936;690671,97;7018965,69;0;D;L'Arrageois Entree;Ech;Echangeur;2
01/01/2024;62A900104CD;3;62;C;840;3617;690649,82;7018988,63;0;D;L'Arrageois Sortie;Ech;Echangeur;3
01/01/2024;62A901603CD;1;62;C;870;870;606768,14;7035666,11;0;D;Berck Sortie;Ech;Echangeur;4
01/01/2024;62A901603CD;2;62;C;300;1471;606752,34;7035665,78;0;D;Berck Entree;Ech;Echangeur;3
01/01/2024;62A901606CD;1;62;C;980;980;606177,17;7046295,49;0;D;etaples-Le Touquet Sortie;Ech;Echangeur;4
01/01/2024;62A901606CD;2;62;C;260;1498;606242,98;7046273,2;0;D;etaples-Le Touquet Entree;Ech;Echangeur;2
01/01/2024;62A901609CD;1;62;C;240;240;604790,13;7057844,53;0;D;Neufchatel-Hardelot Entree;Ech;Echangeur;1
01/01/2024;62A901609CD;2;62;C;890;2024;604770,21;7057854,38;0;D;Neufchatel-Hardelot Sortie;Ech;Echangeur;3
01/01/2024;62A901612CD;1;62;C;180;180;605426,78;7065084,35;0;D;Plateau Entree Sens 1;Ech;Echangeur;2
01/01/2024;62A901612CD;1;62;C;990;990;605104,37;7064932,4;0;D;Isques Sortie;Ech;Echangeur;3
01/01/2024;62A901612CD;2;62;C;260;1518;605116,15;7064918,82;0;D;Isques Entree;Ech;Echangeur;2
01/01/2024;62A901612CD;2;62;C;490;1748;605175,48;7065140,65;0;D;Plateau Sortie Sens 2;Ech;Echangeur;2
01/01/2024;62A902605CD;1;62;C;210;210;633724,67;7080757,55;0;D;Vallee de la Hem Sortie Sens 1;Ech;Echangeur;2
01/01/2024;62A902605CD;2;62;C;230;574;633778,58;7080737,15;0;D;Vallee de la Hem Entree Sens 1;Ech;Echangeur;2
01/01/2024;62A902605CD;3;62;C;230;953;633950,55;7080868,85;0;D;Vallee de la Hem Sortie Sens 2;Ech;Echangeur;2
